Price,Close,High,Low,Open,Volume,RSI,SMA20,SMA50,MACD,Signal_Line,Signal,Position,Return,Strategy_Return,Cumulative_Market_Return,Cumulative_Strategy_Return
2025-09-02,944.5,954.7999877929688,944.0,951.0,14196320.0,20.38887558924398,982.9924957275392,990.6322888183594,-10.635667792436609,-4.940313352460727,-1,-1,-0.006416974271620024,0.006416974271620024,0.9934791145935616,1.0294224105498888
2025-09-03,954.4500122070312,956.2999877929688,940.0,945.0,16083481.0,32.491384300155715,980.9149963378908,990.4971411132811,-11.094820340634556,-6.171214750095493,-1,-1,0.01053468735524743,-0.01053468735524743,1.0039451064597729,1.0185777672982606
2025-09-04,961.25,965.7000122070312,956.25,960.2000122070312,17597657.0,33.70910917523369,979.5374969482422,990.3746606445312,-10.785669375360383,-7.094105675148472,-1,-1,0.007124509095290055,-0.007124509095290055,1.0110977225019175,1.0113209007308839
2025-09-05,963.4000244140624,967.5,954.0499877929688,967.5,11602111.0,31.18785325564825,978.0749969482422,990.104754638672,-10.2490315504441,-7.725090850207598,-1,-1,0.002236696399544824,-0.002236696399544824,1.0133592411374255,1.0090588829134346
2025-09-08,966.0,973.1500244140624,960.4500122070312,969.0,11711307.0,28.11736360916304,976.4899963378906,989.476396484375,-9.504385269931277,-8.080949734152334,-1,-1,0.002698749761314234,-0.002698749761314234,1.0160940441475708,1.00633568549402
2025-09-09,965.1500244140624,974.4000244140624,962.7000122070312,974.0,13985539.0,30.104726472094328,975.3999969482422,988.6804138183594,-8.880465179291605,-8.240852823180187,-1,-1,-0.0008798919109085368,0.0008798919109085368,1.015199991217403,1.0072211521233447
2025-09-10,965.9000244140624,973.9000244140624,961.7000122070312,973.9000244140624,18091100.0,31.37386435834827,973.8049987792969,988.0330981445312,-8.230607955237247,-8.2388038495916,-1,-1,0.0007770812630454316,-0.0007770812630454316,1.015988884108822,1.0064384594382867
2025-09-11,967.7999877929688,969.25,959.9000244140624,960.2999877929688,15113633.0,31.73454730069514,972.9474975585938,987.3180456542968,-7.476100425193863,-8.086263164712053,-1,-1,0.001967039373520052,-0.001967039373520052,1.0179873742469228,1.0044587553615467
2025-09-12,967.2999877929688,970.75,962.25,969.9000244140624,14363519.0,38.1516450584608,971.8049957275392,986.8533447265625,-6.839650361197528,-7.836940604009148,-1,-1,-0.000516635675043009,0.000516635675043009,1.0174614456526434,1.0049776945886757
2025-09-15,967.0499877929688,972.3499755859376,965.0,969.5999755859376,14486377.0,38.1516450584608,970.379995727539,986.3726721191406,-6.283005435146833,-7.526153570236685,-1,-1,-0.0002584513627157392,0.0002584513627157392,1.0171984813555037,1.005237432443341
2025-09-16,966.8499755859376,969.3499755859376,961.2000122070312,961.2000122070312,18661794.0,44.02912329663454,968.6324951171875,985.8660522460938,-5.791241803785965,-7.179171216946542,-1,-1,-0.00020682716463049644,0.00020682716463049644,1.0169880970777385,1.0054453428512737
2025-09-17,966.5,974.4000244140624,964.3499755859376,965.1500244140624,17361476.0,60.9848876010511,967.1799957275392,985.37138671875,-5.367878130187364,-6.816912599594707,-1,-1,-0.00036197506828861137,0.00036197506828861137,1.0166199727418501,1.0058092889979129
2025-09-18,976.9000244140624,979.6500244140624,969.25,973.2999877929688,17791598.0,78.88138257401529,966.3199981689452,984.945068359375,-4.145378966785415,-6.282605873032848,-1,-1,0.010760501204410078,-0.010760501204410078,1.0275593131829661,0.994986276932244
2025-09-19,966.9000244140624,976.7000122070312,962.0999755859376,974.9000244140624,31243267.0,65.43567371115043,964.8850006103517,984.2209948730468,-3.938060488715109,-5.8136967961693005,-1,-1,-0.010236462022813364,0.010236462022813364,1.0170407412973805,1.0051714161692813
2025-09-22,964.2000122070312,971.2000122070312,961.9500122070312,964.0,10854415.0,69.93929839171008,963.9800018310548,983.4927966308594,-3.946138888637165,-5.440185214662874,-1,-1,-0.0027924419679969947,0.0027924419679969947,1.014200714048219,1.0079782990168233
2025-09-23,957.2000122070312,968.2000122070312,955.5,967.0,21022298.0,52.96017533993135,962.7375030517578,982.8490393066406,-4.465902434004647,-5.245328658531228,-1,-1,-0.007259904492198821,0.007259904492198821,1.006837713728309,1.0152961251978945
2025-09-24,951.0499877929688,956.4500122070312,943.0,952.2000122070312,15117220.0,38.86461252660294,961.6200012207032,982.0892639160156,-5.312831348061081,-5.258829196437199,-1,-1,-0.006425014976631949,0.006425014976631949,1.0003687663385668,1.0218194180080074
2025-09-25,949.8499755859376,958.0,947.4000244140624,952.5,31413279.0,34.89402875798518,961.2225006103516,981.1807983398436,-6.011562025468948,-5.409375762243549,-1,-1,-0.001261776165746964,0.001261776165746964,0.999106524872243,1.0231087253953473
2025-09-26,945.0499877929688,951.4500122070312,941.2999877929688,945.0999755859376,14874656.0,27.736431835841984,960.8950012207032,980.1683532714844,-6.873397770165184,-5.702180163827876,-1,-1,-0.005053416767219376,0.005053416767219376,0.9940576232072154,1.0282789201829485
2025-09-29,950.2999877929688,956.7999877929688,939.0999755859376,946.0499877929688,32398179.0,35.56848095454461,960.8800018310546,979.3546752929688,-7.051492467346975,-5.972042624531696,-1,-1,0.005555261698125147,-0.005555261698125147,0.9995798734471477,1.0225665616826667
2025-09-30,951.0,960.0,946.2999877929688,958.0499877929688,28296687.0,35.505819711258795,961.2050018310548,978.8492651367188,-7.054825031617042,-6.188599105948765,-1,-1,0.0007366223466518385,-0.0007366223466518385,1.0003161863191923,1.0218133163023924
